Source ID,Source Plate Name,Source Well,Destination ID,Destination Plate Name,Destination Well,Volume
4,PlateS2,D2,5,PlateD2,D2,4
4,PlateS2,D3,5,PlateD2,D3,4
4,PlateS2,D4,5,PlateD2,D4,4
4,PlateS2,D5,5,PlateD2,D5,4
4,PlateS2,D6,5,PlateD2,D6,4
4,PlateS2,D7,5,PlateD2,D7,4
4,PlateS2,D8,5,PlateD2,D8,4
4,PlateS2,D9,5,PlateD2,D9,4
4,PlateS2,D10,5,PlateD2,D10,4
4,PlateS2,D11,5,PlateD2,D11,4
4,PlateS2,D12,5,PlateD2,D12,4
4,PlateS2,E1,5,PlateD2,E1,4
4,PlateS2,E2,5,PlateD2,E2,4
4,PlateS2,E3,5,PlateD2,E3,4
4,PlateS2,E4,5,PlateD2,E4,4
4,PlateS2,E5,5,PlateD2,E5,4
4,PlateS2,E6,5,PlateD2,E6,4
4,PlateS2,E7,5,PlateD2,E7,4
4,PlateS2,E8,5,PlateD2,E8,4
4,PlateS2,E9,5,PlateD2,E9,4
4,PlateS2,E10,5,PlateD2,E10,4
4,PlateS2,E11,5,PlateD2,E11,4
4,PlateS2,E12,5,PlateD2,E12,4
4,PlateS2,F1,5,PlateD2,F1,4
4,PlateS2,F2,5,PlateD2,F2,4
4,PlateS2,F3,5,PlateD2,F3,4
4,PlateS2,F4,5,PlateD2,F4,4
4,PlateS2,F5,5,PlateD2,F5,4
4,PlateS2,F6,5,PlateD2,F6,4
4,PlateS2,F7,5,PlateD2,F7,4
4,PlateS2,F8,5,PlateD2,F8,4
4,PlateS2,F9,5,PlateD2,F9,4
4,PlateS2,F10,5,PlateD2,F10,4
4,PlateS2,F11,5,PlateD2,F11,4
4,PlateS2,F12,5,PlateD2,F12,4
4,PlateS2,G1,5,PlateD2,G1,4
4,PlateS2,G2,5,PlateD2,G2,4
4,PlateS2,G3,5,PlateD2,G3,4
4,PlateS2,G4,5,PlateD2,G4,4
4,PlateS2,G5,5,PlateD2,G5,4
4,PlateS2,G6,5,PlateD2,G6,4
4,PlateS2,G7,5,PlateD2,G7,4
4,PlateS2,G8,5,PlateD2,G8,4
4,PlateS2,G9,5,PlateD2,G9,4
4,PlateS2,G10,5,PlateD2,G10,4
4,PlateS2,G11,5,PlateD2,G11,4
4,PlateS2,G12,5,PlateD2,G12,4
4,PlateS2,H1,5,PlateD2,H1,4
4,PlateS2,H2,5,PlateD2,H2,4
4,PlateS2,H3,5,PlateD2,H3,4
4,PlateS2,H4,5,PlateD2,H4,4
4,PlateS2,H5,5,PlateD2,H5,4
4,PlateS2,H6,5,PlateD2,H6,4
4,PlateS2,H7,5,PlateD2,H7,4
4,PlateS2,H8,5,PlateD2,H8,4
4,PlateS2,H9,5,PlateD2,H9,4
4,PlateS2,H10,5,PlateD2,H10,4
4,PlateS2,H11,5,PlateD2,H11,4
4,PlateS2,H12,5,PlateD2,H12,4
